 schemaname |            tablename             |               indexname                |                                                                              indexdef                                                                              
 public     | mdl_competency_framework         | mdl_compfram_id_pk                     | CREATE UNIQUE INDEX mdl_compfram_id_pk ON public.mdl_competency_framework USING btree (id)
 public     | mdl_competency_framework         | mdl_compfram_idn_uix                   | CREATE UNIQUE INDEX mdl_compfram_idn_uix ON public.mdl_competency_framework USING btree (idnumber)
 public     | mdl_competency_framework         | mdl_compfram_sca_ix                    | CREATE INDEX mdl_compfram_sca_ix ON public.mdl_competency_framework USING btree (scaleid)
 public     | mdl_competency_framework         | mdl_compfram_use_ix                    | CREATE INDEX mdl_compfram_use_ix ON public.mdl_competency_framework USING btree (usermodified)
 public     | mdl_competency_modulecomp        | mdl_compmodu_cmi_ix                    | CREATE INDEX mdl_compmodu_cmi_ix ON public.mdl_competency_modulecomp USING btree (cmid)
 public     | mdl_competency_modulecomp        | mdl_compmodu_cmicom_uix                | CREATE UNIQUE INDEX mdl_compmodu_cmicom_uix ON public.mdl_competency_modulecomp USING btree (cmid, competencyid)
 public     | mdl_competency_modulecomp        | mdl_compmodu_cmirul_ix                 | CREATE INDEX mdl_compmodu_cmirul_ix ON public.mdl_competency_modulecomp USING btree (cmid, ruleoutcome)
 public     | mdl_competency_modulecomp        | mdl_compmodu_com_ix                    | CREATE INDEX mdl_compmodu_com_ix ON public.mdl_competency_modulecomp USING btree (competencyid)
 public     | mdl_competency_modulecomp        | mdl_compmodu_id_pk                     | CREATE UNIQUE INDEX mdl_compmodu_id_pk ON public.mdl_competency_modulecomp USING btree (id)
 public     | mdl_competency_modulecomp        | mdl_compmodu_use_ix                    | CREATE INDEX mdl_compmodu_use_ix ON public.mdl_competency_modulecomp USING btree (usermodified)
 public     | mdl_competency_plan              | mdl_compplan_id_pk                     | CREATE UNIQUE INDEX mdl_compplan_id_pk ON public.mdl_competency_plan USING btree (id)
 public     | mdl_competency_plan              | mdl_compplan_stadue_ix                 | CREATE INDEX mdl_compplan_stadue_ix ON public.mdl_competency_plan USING btree (status, duedate)
 public     | mdl_competency_plan              | mdl_compplan_tem_ix                    | CREATE INDEX mdl_compplan_tem_ix ON public.mdl_competency_plan USING btree (templateid)
 public     | mdl_competency_plan              | mdl_compplan_use_ix                    | CREATE INDEX mdl_compplan_use_ix ON public.mdl_competency_plan USING btree (usermodified)
 public     | mdl_competency_plan              | mdl_compplan_usesta_ix                 | CREATE INDEX mdl_compplan_usesta_ix ON public.mdl_competency_plan USING btree (userid, status)
 public     | mdl_competency_plancomp          | mdl_compplan_id3_pk                    | CREATE UNIQUE INDEX mdl_compplan_id3_pk ON public.mdl_competency_plancomp USING btree (id)
 public     | mdl_competency_plancomp          | mdl_compplan_placom_uix                | CREATE UNIQUE INDEX mdl_compplan_placom_uix ON public.mdl_competency_plancomp USING btree (planid, competencyid)
 public     | mdl_competency_plancomp          | mdl_compplan_use2_ix                   | CREATE INDEX mdl_compplan_use2_ix ON public.mdl_competency_plancomp USING btree (usermodified)
 public     | mdl_competency_relatedcomp       | mdl_comprela_com_ix                    | CREATE INDEX mdl_comprela_com_ix ON public.mdl_competency_relatedcomp USING btree (competencyid)
 public     | mdl_competency_relatedcomp       | mdl_comprela_id_pk                     | CREATE UNIQUE INDEX mdl_comprela_id_pk ON public.mdl_competency_relatedcomp USING btree (id)
 public     | mdl_competency_relatedcomp       | mdl_comprela_rel_ix                    | CREATE INDEX mdl_comprela_rel_ix ON public.mdl_competency_relatedcomp USING btree (relatedcompetencyid)
 public     | mdl_competency_relatedcomp       | mdl_comprela_use_ix                    | CREATE INDEX mdl_comprela_use_ix ON public.mdl_competency_relatedcomp USING btree (usermodified)
 public     | mdl_competency_template          | mdl_comptemp_con_ix                    | CREATE INDEX mdl_comptemp_con_ix ON public.mdl_competency_template USING btree (contextid)
 public     | mdl_competency_template          | mdl_comptemp_id_pk                     | CREATE UNIQUE INDEX mdl_comptemp_id_pk ON public.mdl_competency_template USING btree (id)
 public     | mdl_competency_template          | mdl_comptemp_use_ix                    | CREATE INDEX mdl_comptemp_use_ix ON public.mdl_competency_template USING btree (usermodified)
 public     | mdl_competency_templatecohort    | mdl_comptemp_id5_pk                    | CREATE UNIQUE INDEX mdl_comptemp_id5_pk ON public.mdl_competency_templatecohort USING btree (id)
 public     | mdl_competency_templatecohort    | mdl_comptemp_tem2_ix                   | CREATE INDEX mdl_comptemp_tem2_ix ON public.mdl_competency_templatecohort USING btree (templateid)
 public     | mdl_competency_templatecohort    | mdl_comptemp_temcoh_uix                | CREATE UNIQUE INDEX mdl_comptemp_temcoh_uix ON public.mdl_competency_templatecohort USING btree (templateid, cohortid)
 public     | mdl_competency_templatecohort    | mdl_comptemp_use3_ix                   | CREATE INDEX mdl_comptemp_use3_ix ON public.mdl_competency_templatecohort USING btree (usermodified)
 public     | mdl_competency_templatecomp      | mdl_comptemp_com_ix                    | CREATE INDEX mdl_comptemp_com_ix ON public.mdl_competency_templatecomp USING btree (competencyid)
 public     | mdl_competency_templatecomp      | mdl_comptemp_id3_pk                    | CREATE UNIQUE INDEX mdl_comptemp_id3_pk ON public.mdl_competency_templatecomp USING btree (id)
 public     | mdl_competency_templatecomp      | mdl_comptemp_tem_ix                    | CREATE INDEX mdl_comptemp_tem_ix ON public.mdl_competency_templatecomp USING btree (templateid)
 public     | mdl_competency_templatecomp      | mdl_comptemp_use2_ix                   | CREATE INDEX mdl_comptemp_use2_ix ON public.mdl_competency_templatecomp USING btree (usermodified)
 public     | mdl_competency_usercomp          | mdl_compuser_id_pk                     | CREATE UNIQUE INDEX mdl_compuser_id_pk ON public.mdl_competency_usercomp USING btree (id)
 public     | mdl_competency_usercomp          | mdl_compuser_use_ix                    | CREATE INDEX mdl_compuser_use_ix ON public.mdl_competency_usercomp USING btree (usermodified)
 public     | mdl_competency_usercomp          | mdl_compuser_usecom_uix                | CREATE UNIQUE INDEX mdl_compuser_usecom_uix ON public.mdl_competency_usercomp USING btree (userid, competencyid)
 public     | mdl_competency_usercompcourse    | mdl_compuser_id3_pk                    | CREATE UNIQUE INDEX mdl_compuser_id3_pk ON public.mdl_competency_usercompcourse USING btree (id)
 public     | mdl_competency_usercompcourse    | mdl_compuser_use2_ix                   | CREATE INDEX mdl_compuser_use2_ix ON public.mdl_competency_usercompcourse USING btree (usermodified)
 public     | mdl_competency_usercompcourse    | mdl_compuser_usecoucom_uix             | CREATE UNIQUE INDEX mdl_compuser_usecoucom_uix ON public.mdl_competency_usercompcourse USING btree (userid, courseid, competencyid)
 public     | mdl_competency_usercompplan      | mdl_compuser_id5_pk                    | CREATE UNIQUE INDEX mdl_compuser_id5_pk ON public.mdl_competency_usercompplan USING btree (id)
 public     | mdl_competency_usercompplan      | mdl_compuser_use3_ix                   | CREATE INDEX mdl_compuser_use3_ix ON public.mdl_competency_usercompplan USING btree (usermodified)
 public     | mdl_competency_usercompplan      | mdl_compuser_usecompla_uix             | CREATE UNIQUE INDEX mdl_compuser_usecompla_uix ON public.mdl_competency_usercompplan USING btree (userid, competencyid, planid)
 public     | mdl_competency_userevidence      | mdl_compuser_id7_pk                    | CREATE UNIQUE INDEX mdl_compuser_id7_pk ON public.mdl_competency_userevidence USING btree (id)
 public     | mdl_competency_userevidence      | mdl_compuser_use4_ix                   | CREATE INDEX mdl_compuser_use4_ix ON public.mdl_competency_userevidence USING btree (userid)
 public     | mdl_competency_userevidence      | mdl_compuser_use5_ix                   | CREATE INDEX mdl_compuser_use5_ix ON public.mdl_competency_userevidence USING btree (usermodified)
 public     | mdl_competency_userevidencecomp  | mdl_compuser_id9_pk                    | CREATE UNIQUE INDEX mdl_compuser_id9_pk ON public.mdl_competency_userevidencecomp USING btree (id)
 public     | mdl_competency_userevidencecomp  | mdl_compuser_use6_ix                   | CREATE INDEX mdl_compuser_use6_ix ON public.mdl_competency_userevidencecomp USING btree (userevidenceid)
 public     | mdl_competency_userevidencecomp  | mdl_compuser_use7_ix                   | CREATE INDEX mdl_compuser_use7_ix ON public.mdl_competency_userevidencecomp USING btree (usermodified)
 public     | mdl_competency_userevidencecomp  | mdl_compuser_usecom2_uix               | CREATE UNIQUE INDEX mdl_compuser_usecom2_uix ON public.mdl_competency_userevidencecomp USING btree (userevidenceid, competencyid)
 public     | mdl_config                       | mdl_conf_id_pk                         | CREATE UNIQUE INDEX mdl_conf_id_pk ON public.mdl_config USING btree (id)
 public     | mdl_config                       | mdl_conf_nam_uix                       | CREATE UNIQUE INDEX mdl_conf_nam_uix ON public.mdl_config USING btree (name)
 public     | mdl_config_log                   | mdl_conflog_id_pk                      | CREATE UNIQUE INDEX mdl_conflog_id_pk ON public.mdl_config_log USING btree (id)
 public     | mdl_config_log                   | mdl_conflog_tim_ix                     | CREATE INDEX mdl_conflog_tim_ix ON public.mdl_config_log USING btree (timemodified)
 public     | mdl_config_log                   | mdl_conflog_use_ix                     | CREATE INDEX mdl_conflog_use_ix ON public.mdl_config_log USING btree (userid)
 public     | mdl_config_plugins               | mdl_confplug_id_pk                     | CREATE UNIQUE INDEX mdl_confplug_id_pk ON public.mdl_config_plugins USING btree (id)
 public     | mdl_config_plugins               | mdl_confplug_plunam_uix                | CREATE UNIQUE INDEX mdl_confplug_plunam_uix ON public.mdl_config_plugins USING btree (plugin, name)
 public     | mdl_contentbank_content          | mdl_contcont_con_ix                    | CREATE INDEX mdl_contcont_con_ix ON public.mdl_contentbank_content USING btree (contextid)
 public     | mdl_contentbank_content          | mdl_contcont_conconins_ix              | CREATE INDEX mdl_contcont_conconins_ix ON public.mdl_contentbank_content USING btree (contextid, contenttype, instanceid)
 public     | mdl_contentbank_content          | mdl_contcont_id_pk                     | CREATE UNIQUE INDEX mdl_contcont_id_pk ON public.mdl_contentbank_content USING btree (id)
 public     | mdl_contentbank_content          | mdl_contcont_nam_ix                    | CREATE INDEX mdl_contcont_nam_ix ON public.mdl_contentbank_content USING btree (name)
 public     | mdl_contentbank_content          | mdl_contcont_use2_ix                   | CREATE INDEX mdl_contcont_use2_ix ON public.mdl_contentbank_content USING btree (usercreated)
 public     | mdl_contentbank_content          | mdl_contcont_use_ix                    | CREATE INDEX mdl_contcont_use_ix ON public.mdl_contentbank_content USING btree (usermodified)
 public     | mdl_context                      | mdl_cont_conins_uix                    | CREATE UNIQUE INDEX mdl_cont_conins_uix ON public.mdl_context USING btree (contextlevel, instanceid)
 public     | mdl_context                      | mdl_cont_id_pk                         | CREATE UNIQUE INDEX mdl_cont_id_pk ON public.mdl_context USING btree (id)
 public     | mdl_context                      | mdl_cont_ins_ix                        | CREATE INDEX mdl_cont_ins_ix ON public.mdl_context USING btree (instanceid)
 public     | mdl_context                      | mdl_cont_pat_ix                        | CREATE INDEX mdl_cont_pat_ix ON public.mdl_context USING btree (path)
 public     | mdl_context                      | mdl_cont_pat_ix_pattern                | CREATE INDEX mdl_cont_pat_ix_pattern ON public.mdl_context USING btree (path varchar_pattern_ops)
 public     | mdl_context_temp                 | mdl_conttemp_id_pk                     | CREATE UNIQUE INDEX mdl_conttemp_id_pk ON public.mdl_context_temp USING btree (id)
 public     | mdl_course                       | mdl_cour_cat_ix                        | CREATE INDEX mdl_cour_cat_ix ON public.mdl_course USING btree (category)
 public     | mdl_course                       | mdl_cour_id_pk                         | CREATE UNIQUE INDEX mdl_cour_id_pk ON public.mdl_course USING btree (id)
 public     | mdl_course                       | mdl_cour_idn_ix                        | CREATE INDEX mdl_cour_idn_ix ON public.mdl_course USING btree (idnumber)
 public     | mdl_course                       | mdl_cour_ori_ix                        | CREATE INDEX mdl_cour_ori_ix ON public.mdl_course USING btree (originalcourseid)
 public     | mdl_course                       | mdl_cour_sho_ix                        | CREATE INDEX mdl_cour_sho_ix ON public.mdl_course USING btree (shortname)
 public     | mdl_course                       | mdl_cour_sor_ix                        | CREATE INDEX mdl_cour_sor_ix ON public.mdl_course USING btree (sortorder)
 public     | mdl_course_categories            | mdl_courcate_id_pk                     | CREATE UNIQUE INDEX mdl_courcate_id_pk ON public.mdl_course_categories USING btree (id)
 public     | mdl_course_categories            | mdl_courcate_par_ix                    | CREATE INDEX mdl_courcate_par_ix ON public.mdl_course_categories USING btree (parent)
 public     | mdl_course_completion_aggr_methd | mdl_courcompaggrmeth_cou_ix            | CREATE INDEX mdl_courcompaggrmeth_cou_ix ON public.mdl_course_completion_aggr_methd USING btree (course)
 public     | mdl_course_completion_aggr_methd | mdl_courcompaggrmeth_coucr_uix         | CREATE UNIQUE INDEX mdl_courcompaggrmeth_coucr_uix ON public.mdl_course_completion_aggr_methd USING btree (course, criteriatype)
 public     | mdl_course_completion_aggr_methd | mdl_courcompaggrmeth_cri_ix            | CREATE INDEX mdl_courcompaggrmeth_cri_ix ON public.mdl_course_completion_aggr_methd USING btree (criteriatype)
 public     | mdl_course_completion_aggr_methd | mdl_courcompaggrmeth_id_pk             | CREATE UNIQUE INDEX mdl_courcompaggrmeth_id_pk ON public.mdl_course_completion_aggr_methd USING btree (id)
 public     | mdl_course_completion_crit_compl | mdl_courcompcritcomp_cou_ix            | CREATE INDEX mdl_courcompcritcomp_cou_ix ON public.mdl_course_completion_crit_compl USING btree (course)
 public     | mdl_course_completion_crit_compl | mdl_courcompcritcomp_cri_ix            | CREATE INDEX mdl_courcompcritcomp_cri_ix ON public.mdl_course_completion_crit_compl USING btree (criteriaid)
 public     | mdl_course_completion_crit_compl | mdl_courcompcritcomp_id_pk             | CREATE UNIQUE INDEX mdl_courcompcritcomp_id_pk ON public.mdl_course_completion_crit_compl USING btree (id)
 public     | mdl_course_completion_crit_compl | mdl_courcompcritcomp_tim_ix            | CREATE INDEX mdl_courcompcritcomp_tim_ix ON public.mdl_course_completion_crit_compl USING btree (timecompleted)
 public     | mdl_course_completion_crit_compl | mdl_courcompcritcomp_use_ix            | CREATE INDEX mdl_courcompcritcomp_use_ix ON public.mdl_course_completion_crit_compl USING btree (userid)
 public     | mdl_course_completion_crit_compl | mdl_courcompcritcomp_useco_uix         | CREATE UNIQUE INDEX mdl_courcompcritcomp_useco_uix ON public.mdl_course_completion_crit_compl USING btree (userid, course, criteriaid)
 public     | mdl_course_completion_criteria   | mdl_courcompcrit_cou_ix                | CREATE INDEX mdl_courcompcrit_cou_ix ON public.mdl_course_completion_criteria USING btree (course)
 public     | mdl_course_completion_criteria   | mdl_courcompcrit_id_pk                 | CREATE UNIQUE INDEX mdl_courcompcrit_id_pk ON public.mdl_course_completion_criteria USING btree (id)
 public     | mdl_course_completion_defaults   | mdl_courcompdefa_cou_ix                | CREATE INDEX mdl_courcompdefa_cou_ix ON public.mdl_course_completion_defaults USING btree (course)
 public     | mdl_course_completion_defaults   | mdl_courcompdefa_coumod_uix            | CREATE UNIQUE INDEX mdl_courcompdefa_coumod_uix ON public.mdl_course_completion_defaults USING btree (course, module)
 public     | mdl_course_completion_defaults   | mdl_courcompdefa_id_pk                 | CREATE UNIQUE INDEX mdl_courcompdefa_id_pk ON public.mdl_course_completion_defaults USING btree (id)
 public     | mdl_course_completion_defaults   | mdl_courcompdefa_mod_ix                | CREATE INDEX mdl_courcompdefa_mod_ix ON public.mdl_course_completion_defaults USING btree (module)
 public     | mdl_course_completions           | mdl_courcomp_cou_ix                    | CREATE INDEX mdl_courcomp_cou_ix ON public.mdl_course_completions USING btree (course)
 public     | mdl_course_completions           | mdl_courcomp_id_pk                     | CREATE UNIQUE INDEX mdl_courcomp_id_pk ON public.mdl_course_completions USING btree (id)
 public     | mdl_course_completions           | mdl_courcomp_tim_ix                    | CREATE INDEX mdl_courcomp_tim_ix ON public.mdl_course_completions USING btree (timecompleted)
 public     | mdl_course_completions           | mdl_courcomp_use_ix                    | CREATE INDEX mdl_courcomp_use_ix ON public.mdl_course_completions USING btree (userid)
 public     | mdl_course_completions           | mdl_courcomp_usecou_uix                | CREATE UNIQUE INDEX mdl_courcomp_usecou_uix ON public.mdl_course_completions USING btree (userid, course)
 public     | mdl_course_format_options        | mdl_courformopti_cou_ix                | CREATE INDEX mdl_courformopti_cou_ix ON public.mdl_course_format_options USING btree (courseid)
 public     | mdl_course_format_options        | mdl_courformopti_couforsec_uix         | CREATE UNIQUE INDEX mdl_courformopti_couforsec_uix ON public.mdl_course_format_options USING btree (courseid, format, sectionid, name)
 public     | mdl_course_format_options        | mdl_courformopti_id_pk                 | CREATE UNIQUE INDEX mdl_courformopti_id_pk ON public.mdl_course_format_options USING btree (id)
 public     | mdl_course_modules               | mdl_courmodu_cou_ix                    | CREATE INDEX mdl_courmodu_cou_ix ON public.mdl_course_modules USING btree (course)
 public     | mdl_course_modules               | mdl_courmodu_gro_ix                    | CREATE INDEX mdl_courmodu_gro_ix ON public.mdl_course_modules USING btree (groupingid)
 public     | mdl_course_modules               | mdl_courmodu_id_pk                     | CREATE UNIQUE INDEX mdl_courmodu_id_pk ON public.mdl_course_modules USING btree (id)
 public     | mdl_course_modules               | mdl_courmodu_idncou_ix                 | CREATE INDEX mdl_courmodu_idncou_ix ON public.mdl_course_modules USING btree (idnumber, course)
 public     | mdl_course_modules               | mdl_courmodu_ins_ix                    | CREATE INDEX mdl_courmodu_ins_ix ON public.mdl_course_modules USING btree (instance)
 public     | mdl_course_modules               | mdl_courmodu_mod_ix                    | CREATE INDEX mdl_courmodu_mod_ix ON public.mdl_course_modules USING btree (module)
 public     | mdl_course_modules               | mdl_courmodu_vis_ix                    | CREATE INDEX mdl_courmodu_vis_ix ON public.mdl_course_modules USING btree (visible)
 public     | mdl_course_modules_completion    | mdl_courmoducomp_cou_ix                | CREATE INDEX mdl_courmoducomp_cou_ix ON public.mdl_course_modules_completion USING btree (coursemoduleid)
 public     | mdl_course_modules_completion    | mdl_courmoducomp_id_pk                 | CREATE UNIQUE INDEX mdl_courmoducomp_id_pk ON public.mdl_course_modules_completion USING btree (id)
 public     | mdl_course_modules_completion    | mdl_courmoducomp_usecou_uix            | CREATE UNIQUE INDEX mdl_courmoducomp_usecou_uix ON public.mdl_course_modules_completion USING btree (userid, coursemoduleid)
 public     | mdl_course_modules_viewed        | mdl_courmoduview_cou_ix                | CREATE INDEX mdl_courmoduview_cou_ix ON public.mdl_course_modules_viewed USING btree (coursemoduleid)
 public     | mdl_course_modules_viewed        | mdl_courmoduview_id_pk                 | CREATE UNIQUE INDEX mdl_courmoduview_id_pk ON public.mdl_course_modules_viewed USING btree (id)
 public     | mdl_course_modules_viewed        | mdl_courmoduview_usecou_uix            | CREATE UNIQUE INDEX mdl_courmoduview_usecou_uix ON public.mdl_course_modules_viewed USING btree (userid, coursemoduleid)
 public     | mdl_course_published             | mdl_courpubl_cou_ix                    | CREATE INDEX mdl_courpubl_cou_ix ON public.mdl_course_published USING btree (courseid)
 public     | mdl_course_published             | mdl_courpubl_hub_ix                    | CREATE INDEX mdl_courpubl_hub_ix ON public.mdl_course_published USING btree (hubcourseid)
 public     | mdl_course_published             | mdl_courpubl_id_pk                     | CREATE UNIQUE INDEX mdl_courpubl_id_pk ON public.mdl_course_published USING btree (id)
 public     | mdl_course_request               | mdl_courrequ_id_pk                     | CREATE UNIQUE INDEX mdl_courrequ_id_pk ON public.mdl_course_request USING btree (id)
 public     | mdl_course_request               | mdl_courrequ_sho_ix                    | CREATE INDEX mdl_courrequ_sho_ix ON public.mdl_course_request USING btree (shortname)
 public     | mdl_course_sections              | mdl_coursect_comite_ix                 | CREATE INDEX mdl_coursect_comite_ix ON public.mdl_course_sections USING btree (component, itemid)
 public     | mdl_course_sections              | mdl_coursect_cousec_uix                | CREATE UNIQUE INDEX mdl_coursect_cousec_uix ON public.mdl_course_sections USING btree (course, section)
 public     | mdl_course_sections              | mdl_coursect_id_pk                     | CREATE UNIQUE INDEX mdl_coursect_id_pk ON public.mdl_course_sections USING btree (id)
 public     | mdl_customfield_category         | mdl_custcate_comareitesor_ix           | CREATE INDEX mdl_custcate_comareitesor_ix ON public.mdl_customfield_category USING btree (component, area, itemid, sortorder)
 public     | mdl_customfield_category         | mdl_custcate_con_ix                    | CREATE INDEX mdl_custcate_con_ix ON public.mdl_customfield_category USING btree (contextid)
 public     | mdl_customfield_category         | mdl_custcate_id_pk                     | CREATE UNIQUE INDEX mdl_custcate_id_pk ON public.mdl_customfield_category USING btree (id)
 public     | mdl_customfield_data             | mdl_custdata_con_ix                    | CREATE INDEX mdl_custdata_con_ix ON public.mdl_customfield_data USING btree (contextid)
 public     | mdl_customfield_data             | mdl_custdata_fie_ix                    | CREATE INDEX mdl_custdata_fie_ix ON public.mdl_customfield_data USING btree (fieldid)
 public     | mdl_customfield_data             | mdl_custdata_fiedec_ix                 | CREATE INDEX mdl_custdata_fiedec_ix ON public.mdl_customfield_data USING btree (fieldid, decvalue)
 public     | mdl_customfield_data             | mdl_custdata_fieint_ix                 | CREATE INDEX mdl_custdata_fieint_ix ON public.mdl_customfield_data USING btree (fieldid, intvalue)
 public     | mdl_customfield_data             | mdl_custdata_fiesho_ix                 | CREATE INDEX mdl_custdata_fiesho_ix ON public.mdl_customfield_data USING btree (fieldid, shortcharvalue)
 public     | mdl_customfield_data             | mdl_custdata_id_pk                     | CREATE UNIQUE INDEX mdl_custdata_id_pk ON public.mdl_customfield_data USING btree (id)
 public     | mdl_customfield_data             | mdl_custdata_insfiecomarei_uix         | CREATE UNIQUE INDEX mdl_custdata_insfiecomarei_uix ON public.mdl_customfield_data USING btree (instanceid, fieldid, component, area, itemid)
 public     | mdl_customfield_field            | mdl_custfiel_cat_ix                    | CREATE INDEX mdl_custfiel_cat_ix ON public.mdl_customfield_field USING btree (categoryid)
 public     | mdl_customfield_field            | mdl_custfiel_catsor_ix                 | CREATE INDEX mdl_custfiel_catsor_ix ON public.mdl_customfield_field USING btree (categoryid, sortorder)
 public     | mdl_customfield_field            | mdl_custfiel_id_pk                     | CREATE UNIQUE INDEX mdl_custfiel_id_pk ON public.mdl_customfield_field USING btree (id)
 public     | mdl_customfield_shared           | mdl_custshar_cat_ix                    | CREATE INDEX mdl_custshar_cat_ix ON public.mdl_customfield_shared USING btree (categoryid)
 public     | mdl_customfield_shared           | mdl_custshar_catcomareite_uix          | CREATE UNIQUE INDEX mdl_custshar_catcomareite_uix ON public.mdl_customfield_shared USING btree (categoryid, component, area, itemid)
 public     | mdl_customfield_shared           | mdl_custshar_id_pk                     | CREATE UNIQUE INDEX mdl_custshar_id_pk ON public.mdl_customfield_shared USING btree (id)
 public     | mdl_customfield_shared           | mdl_custshar_use_ix                    | CREATE INDEX mdl_custshar_use_ix ON public.mdl_customfield_shared USING btree (usermodified)
 public     | mdl_data                         | mdl_data_cou_ix                        | CREATE INDEX mdl_data_cou_ix ON public.mdl_data USING btree (course)
 public     | mdl_data                         | mdl_data_id_pk                         | CREATE UNIQUE INDEX mdl_data_id_pk ON public.mdl_data USING btree (id)
 public     | mdl_data_content                 | mdl_datacont_fie_ix                    | CREATE INDEX mdl_datacont_fie_ix ON public.mdl_data_content USING btree (fieldid)
 public     | mdl_data_content                 | mdl_datacont_id_pk                     | CREATE UNIQUE INDEX mdl_datacont_id_pk ON public.mdl_data_content USING btree (id)
 public     | mdl_data_content                 | mdl_datacont_rec_ix                    | CREATE INDEX mdl_datacont_rec_ix ON public.mdl_data_content USING btree (recordid)
 public     | mdl_data_fields                  | mdl_datafiel_dat_ix                    | CREATE INDEX mdl_datafiel_dat_ix ON public.mdl_data_fields USING btree (dataid)
 public     | mdl_data_fields                  | mdl_datafiel_id_pk                     | CREATE UNIQUE INDEX mdl_datafiel_id_pk ON public.mdl_data_fields USING btree (id)
 public     | mdl_data_fields                  | mdl_datafiel_typdat_ix                 | CREATE INDEX mdl_datafiel_typdat_ix ON public.mdl_data_fields USING btree (type, dataid)
 public     | mdl_data_records                 | mdl_datareco_dat_ix                    | CREATE INDEX mdl_datareco_dat_ix ON public.mdl_data_records USING btree (dataid)
 public     | mdl_data_records                 | mdl_datareco_id_pk                     | CREATE UNIQUE INDEX mdl_datareco_id_pk ON public.mdl_data_records USING btree (id)
 public     | mdl_data_records                 | mdl_datareco_use_ix                    | CREATE INDEX mdl_datareco_use_ix ON public.mdl_data_records USING btree (userid)
 public     | mdl_enrol                        | mdl_enro_cou_ix                        | CREATE INDEX mdl_enro_cou_ix ON public.mdl_enrol USING btree (courseid)
 public     | mdl_enrol                        | mdl_enro_enr_ix                        | CREATE INDEX mdl_enro_enr_ix ON public.mdl_enrol USING btree (enrol)
 public     | mdl_enrol                        | mdl_enro_id_pk                         | CREATE UNIQUE INDEX mdl_enro_id_pk ON public.mdl_enrol USING btree (id)
 public     | mdl_enrol                        | mdl_enro_rol_ix                        | CREATE INDEX mdl_enro_rol_ix ON public.mdl_enrol USING btree (roleid)
 public     | mdl_enrol_flatfile               | mdl_enroflat_cou_ix                    | CREATE INDEX mdl_enroflat_cou_ix ON public.mdl_enrol_flatfile USING btree (courseid)
 public     | mdl_enrol_flatfile               | mdl_enroflat_id_pk                     | CREATE UNIQUE INDEX mdl_enroflat_id_pk ON public.mdl_enrol_flatfile USING btree (id)
 public     | mdl_enrol_flatfile               | mdl_enroflat_rol_ix                    | CREATE INDEX mdl_enroflat_rol_ix ON public.mdl_enrol_flatfile USING btree (roleid)
 public     | mdl_enrol_flatfile               | mdl_enroflat_use_ix                    | CREATE INDEX mdl_enroflat_use_ix ON public.mdl_enrol_flatfile USING btree (userid)
 public     | mdl_enrol_lti_app_registration   | mdl_enroltiappregi_id_pk               | CREATE UNIQUE INDEX mdl_enroltiappregi_id_pk ON public.mdl_enrol_lti_app_registration USING btree (id)
 public     | mdl_enrol_lti_app_registration   | mdl_enroltiappregi_pla2_uix            | CREATE UNIQUE INDEX mdl_enroltiappregi_pla2_uix ON public.mdl_enrol_lti_app_registration USING btree (platformuniqueidhash)
 public     | mdl_enrol_lti_app_registration   | mdl_enroltiappregi_pla_uix             | CREATE UNIQUE INDEX mdl_enroltiappregi_pla_uix ON public.mdl_enrol_lti_app_registration USING btree (platformclienthash)
 public     | mdl_enrol_lti_app_registration   | mdl_enroltiappregi_uni_uix             | CREATE UNIQUE INDEX mdl_enroltiappregi_uni_uix ON public.mdl_enrol_lti_app_registration USING btree (uniqueid)
 public     | mdl_enrol_lti_context            | mdl_enrolticont_id_pk                  | CREATE UNIQUE INDEX mdl_enrolticont_id_pk ON public.mdl_enrol_lti_context USING btree (id)
 public     | mdl_enrol_lti_context            | mdl_enrolticont_lti_ix                 | CREATE INDEX mdl_enrolticont_lti_ix ON public.mdl_enrol_lti_context USING btree (ltideploymentid)
 public     | mdl_enrol_lti_context            | mdl_enrolticont_lticon_uix             | CREATE UNIQUE INDEX mdl_enrolticont_lticon_uix ON public.mdl_enrol_lti_context USING btree (ltideploymentid, contextid)
 public     | mdl_enrol_lti_deployment         | mdl_enroltidepl_id_pk                  | CREATE UNIQUE INDEX mdl_enroltidepl_id_pk ON public.mdl_enrol_lti_deployment USING btree (id)
 public     | mdl_enrol_lti_deployment         | mdl_enroltidepl_pla_ix                 | CREATE INDEX mdl_enroltidepl_pla_ix ON public.mdl_enrol_lti_deployment USING btree (platformid)
 public     | mdl_enrol_lti_deployment         | mdl_enroltidepl_pladep_uix             | CREATE UNIQUE INDEX mdl_enroltidepl_pladep_uix ON public.mdl_enrol_lti_deployment USING btree (platformid, deploymentid)
 public     | mdl_enrol_lti_lti2_consumer      | mdl_enroltilti2cons_con_uix            | CREATE UNIQUE INDEX mdl_enroltilti2cons_con_uix ON public.mdl_enrol_lti_lti2_consumer USING btree (consumerkey256)
 public     | mdl_enrol_lti_lti2_consumer      | mdl_enroltilti2cons_id_pk              | CREATE UNIQUE INDEX mdl_enroltilti2cons_id_pk ON public.mdl_enrol_lti_lti2_consumer USING btree (id)
