 schemaname |            tablename             |               indexname                |                                                                              indexdef                                                                              
 public     | mdl_search_simpledb_index        | mdl_searsimpinde_cou_ix                | CREATE INDEX mdl_searsimpinde_cou_ix ON public.mdl_search_simpledb_index USING btree (courseid)
 public     | mdl_search_simpledb_index        | mdl_searsimpinde_doc_uix               | CREATE UNIQUE INDEX mdl_searsimpinde_doc_uix ON public.mdl_search_simpledb_index USING btree (docid)
 public     | mdl_search_simpledb_index        | mdl_searsimpinde_id_pk                 | CREATE UNIQUE INDEX mdl_searsimpinde_id_pk ON public.mdl_search_simpledb_index USING btree (id)
 public     | mdl_search_simpledb_index        | mdl_searsimpinde_owncon_ix             | CREATE INDEX mdl_searsimpinde_owncon_ix ON public.mdl_search_simpledb_index USING btree (owneruserid, contextid)
 public     | mdl_semester_dates               | mdl_semdate_adm_ix                     | CREATE INDEX mdl_semdate_adm_ix ON public.mdl_semester_dates USING btree (admissionyear)
 public     | mdl_semester_dates               | mdl_semdate_admsem_uix                 | CREATE UNIQUE INDEX mdl_semdate_admsem_uix ON public.mdl_semester_dates USING btree (admissionyear, semestername)
 public     | mdl_semester_dates               | mdl_semdate_cur_ix                     | CREATE INDEX mdl_semdate_cur_ix ON public.mdl_semester_dates USING btree (iscurrent)
 public     | mdl_semester_dates               | mdl_semester_dates_pkey                | CREATE UNIQUE INDEX mdl_semester_dates_pkey ON public.mdl_semester_dates USING btree (id)
 public     | mdl_sessions                     | mdl_sess_id_pk                         | CREATE UNIQUE INDEX mdl_sess_id_pk ON public.mdl_sessions USING btree (id)
 public     | mdl_sessions                     | mdl_sess_sid_uix                       | CREATE UNIQUE INDEX mdl_sess_sid_uix ON public.mdl_sessions USING btree (sid)
 public     | mdl_sessions                     | mdl_sess_sta_ix                        | CREATE INDEX mdl_sess_sta_ix ON public.mdl_sessions USING btree (state)
 public     | mdl_sessions                     | mdl_sess_tim2_ix                       | CREATE INDEX mdl_sess_tim2_ix ON public.mdl_sessions USING btree (timemodified)
 public     | mdl_sessions                     | mdl_sess_tim_ix                        | CREATE INDEX mdl_sess_tim_ix ON public.mdl_sessions USING btree (timecreated)
 public     | mdl_sessions                     | mdl_sess_use_ix                        | CREATE INDEX mdl_sess_use_ix ON public.mdl_sessions USING btree (userid)
 public     | mdl_shortlink                    | mdl_shor_id_pk                         | CREATE UNIQUE INDEX mdl_shor_id_pk ON public.mdl_shortlink USING btree (id)
 public     | mdl_shortlink                    | mdl_shor_sho_ix                        | CREATE INDEX mdl_shor_sho_ix ON public.mdl_shortlink USING btree (shortcode)
 public     | mdl_shortlink                    | mdl_shor_use_ix                        | CREATE INDEX mdl_shor_use_ix ON public.mdl_shortlink USING btree (userid)
 public     | mdl_shortlink                    | mdl_shor_usesho_uix                    | CREATE UNIQUE INDEX mdl_shor_usesho_uix ON public.mdl_shortlink USING btree (userid, shortcode)
 public     | mdl_sms_gateways                 | mdl_smsgate_id_pk                      | CREATE UNIQUE INDEX mdl_smsgate_id_pk ON public.mdl_sms_gateways USING btree (id)
 public     | mdl_sms_messages                 | mdl_smsmess_gat_ix                     | CREATE INDEX mdl_smsmess_gat_ix ON public.mdl_sms_messages USING btree (gatewayid)
 public     | mdl_sms_messages                 | mdl_smsmess_id_pk                      | CREATE UNIQUE INDEX mdl_smsmess_id_pk ON public.mdl_sms_messages USING btree (id)
 public     | mdl_stats_daily                  | mdl_statdail_cou_ix                    | CREATE INDEX mdl_statdail_cou_ix ON public.mdl_stats_daily USING btree (courseid)
 public     | mdl_stats_daily                  | mdl_statdail_id_pk                     | CREATE UNIQUE INDEX mdl_statdail_id_pk ON public.mdl_stats_daily USING btree (id)
 public     | mdl_stats_daily                  | mdl_statdail_rol_ix                    | CREATE INDEX mdl_statdail_rol_ix ON public.mdl_stats_daily USING btree (roleid)
 public     | mdl_stats_daily                  | mdl_statdail_tim_ix                    | CREATE INDEX mdl_statdail_tim_ix ON public.mdl_stats_daily USING btree (timeend)
 public     | mdl_stats_monthly                | mdl_statmont_cou_ix                    | CREATE INDEX mdl_statmont_cou_ix ON public.mdl_stats_monthly USING btree (courseid)
 public     | mdl_stats_monthly                | mdl_statmont_id_pk                     | CREATE UNIQUE INDEX mdl_statmont_id_pk ON public.mdl_stats_monthly USING btree (id)
 public     | mdl_stats_monthly                | mdl_statmont_rol_ix                    | CREATE INDEX mdl_statmont_rol_ix ON public.mdl_stats_monthly USING btree (roleid)
 public     | mdl_stats_monthly                | mdl_statmont_tim_ix                    | CREATE INDEX mdl_statmont_tim_ix ON public.mdl_stats_monthly USING btree (timeend)
 public     | mdl_stats_user_daily             | mdl_statuserdail_cou_ix                | CREATE INDEX mdl_statuserdail_cou_ix ON public.mdl_stats_user_daily USING btree (courseid)
 public     | mdl_stats_user_daily             | mdl_statuserdail_id_pk                 | CREATE UNIQUE INDEX mdl_statuserdail_id_pk ON public.mdl_stats_user_daily USING btree (id)
 public     | mdl_stats_user_daily             | mdl_statuserdail_rol_ix                | CREATE INDEX mdl_statuserdail_rol_ix ON public.mdl_stats_user_daily USING btree (roleid)
 public     | mdl_stats_user_daily             | mdl_statuserdail_tim_ix                | CREATE INDEX mdl_statuserdail_tim_ix ON public.mdl_stats_user_daily USING btree (timeend)
 public     | mdl_stats_user_daily             | mdl_statuserdail_use_ix                | CREATE INDEX mdl_statuserdail_use_ix ON public.mdl_stats_user_daily USING btree (userid)
 public     | mdl_stats_user_monthly           | mdl_statusermont_cou_ix                | CREATE INDEX mdl_statusermont_cou_ix ON public.mdl_stats_user_monthly USING btree (courseid)
 public     | mdl_stats_user_monthly           | mdl_statusermont_id_pk                 | CREATE UNIQUE INDEX mdl_statusermont_id_pk ON public.mdl_stats_user_monthly USING btree (id)
 public     | mdl_stats_user_monthly           | mdl_statusermont_rol_ix                | CREATE INDEX mdl_statusermont_rol_ix ON public.mdl_stats_user_monthly USING btree (roleid)
 public     | mdl_stats_user_monthly           | mdl_statusermont_tim_ix                | CREATE INDEX mdl_statusermont_tim_ix ON public.mdl_stats_user_monthly USING btree (timeend)
 public     | mdl_stats_user_monthly           | mdl_statusermont_use_ix                | CREATE INDEX mdl_statusermont_use_ix ON public.mdl_stats_user_monthly USING btree (userid)
 public     | mdl_stats_user_weekly            | mdl_statuserweek_cou_ix                | CREATE INDEX mdl_statuserweek_cou_ix ON public.mdl_stats_user_weekly USING btree (courseid)
 public     | mdl_stats_user_weekly            | mdl_statuserweek_id_pk                 | CREATE UNIQUE INDEX mdl_statuserweek_id_pk ON public.mdl_stats_user_weekly USING btree (id)
 public     | mdl_stats_user_weekly            | mdl_statuserweek_rol_ix                | CREATE INDEX mdl_statuserweek_rol_ix ON public.mdl_stats_user_weekly USING btree (roleid)
 public     | mdl_stats_user_weekly            | mdl_statuserweek_tim_ix                | CREATE INDEX mdl_statuserweek_tim_ix ON public.mdl_stats_user_weekly USING btree (timeend)
 public     | mdl_stats_user_weekly            | mdl_statuserweek_use_ix                | CREATE INDEX mdl_statuserweek_use_ix ON public.mdl_stats_user_weekly USING btree (userid)
 public     | mdl_stats_weekly                 | mdl_statweek_cou_ix                    | CREATE INDEX mdl_statweek_cou_ix ON public.mdl_stats_weekly USING btree (courseid)
 public     | mdl_stats_weekly                 | mdl_statweek_id_pk                     | CREATE UNIQUE INDEX mdl_statweek_id_pk ON public.mdl_stats_weekly USING btree (id)
 public     | mdl_stats_weekly                 | mdl_statweek_rol_ix                    | CREATE INDEX mdl_statweek_rol_ix ON public.mdl_stats_weekly USING btree (roleid)
 public     | mdl_stats_weekly                 | mdl_statweek_tim_ix                    | CREATE INDEX mdl_statweek_tim_ix ON public.mdl_stats_weekly USING btree (timeend)
 public     | mdl_stored_progress              | mdl_storprog_id_pk                     | CREATE UNIQUE INDEX mdl_storprog_id_pk ON public.mdl_stored_progress USING btree (id)
 public     | mdl_stored_progress              | mdl_storprog_idn_ix                    | CREATE INDEX mdl_storprog_idn_ix ON public.mdl_stored_progress USING btree (idnumber)
 public     | mdl_subsection                   | mdl_subs_cou_ix                        | CREATE INDEX mdl_subs_cou_ix ON public.mdl_subsection USING btree (course)
 public     | mdl_subsection                   | mdl_subs_id_pk                         | CREATE UNIQUE INDEX mdl_subs_id_pk ON public.mdl_subsection USING btree (id)
 public     | mdl_tag                          | mdl_tag_id_pk                          | CREATE UNIQUE INDEX mdl_tag_id_pk ON public.mdl_tag USING btree (id)
 public     | mdl_tag                          | mdl_tag_tag_ix                         | CREATE INDEX mdl_tag_tag_ix ON public.mdl_tag USING btree (tagcollid)
 public     | mdl_tag                          | mdl_tag_tagiss_ix                      | CREATE INDEX mdl_tag_tagiss_ix ON public.mdl_tag USING btree (tagcollid, isstandard)
 public     | mdl_tag                          | mdl_tag_tagnam_uix                     | CREATE UNIQUE INDEX mdl_tag_tagnam_uix ON public.mdl_tag USING btree (tagcollid, name)
 public     | mdl_tag                          | mdl_tag_use_ix                         | CREATE INDEX mdl_tag_use_ix ON public.mdl_tag USING btree (userid)
 public     | mdl_tag_area                     | mdl_tagarea_comite_uix                 | CREATE UNIQUE INDEX mdl_tagarea_comite_uix ON public.mdl_tag_area USING btree (component, itemtype)
 public     | mdl_tag_area                     | mdl_tagarea_id_pk                      | CREATE UNIQUE INDEX mdl_tagarea_id_pk ON public.mdl_tag_area USING btree (id)
 public     | mdl_tag_area                     | mdl_tagarea_tag_ix                     | CREATE INDEX mdl_tagarea_tag_ix ON public.mdl_tag_area USING btree (tagcollid)
 public     | mdl_tag_coll                     | mdl_tagcoll_id_pk                      | CREATE UNIQUE INDEX mdl_tagcoll_id_pk ON public.mdl_tag_coll USING btree (id)
 public     | mdl_tag_correlation              | mdl_tagcorr_id_pk                      | CREATE UNIQUE INDEX mdl_tagcorr_id_pk ON public.mdl_tag_correlation USING btree (id)
 public     | mdl_tag_correlation              | mdl_tagcorr_tag_ix                     | CREATE INDEX mdl_tagcorr_tag_ix ON public.mdl_tag_correlation USING btree (tagid)
 public     | mdl_tag_instance                 | mdl_taginst_comiteiteconti_uix         | CREATE UNIQUE INDEX mdl_taginst_comiteiteconti_uix ON public.mdl_tag_instance USING btree (component, itemtype, itemid, contextid, tiuserid, tagid)
 public     | mdl_tag_instance                 | mdl_taginst_con_ix                     | CREATE INDEX mdl_taginst_con_ix ON public.mdl_tag_instance USING btree (contextid)
 public     | mdl_tag_instance                 | mdl_taginst_id_pk                      | CREATE UNIQUE INDEX mdl_taginst_id_pk ON public.mdl_tag_instance USING btree (id)
 public     | mdl_tag_instance                 | mdl_taginst_itecomtagcon_ix            | CREATE INDEX mdl_taginst_itecomtagcon_ix ON public.mdl_tag_instance USING btree (itemtype, component, tagid, contextid)
 public     | mdl_tag_instance                 | mdl_taginst_tag_ix                     | CREATE INDEX mdl_taginst_tag_ix ON public.mdl_tag_instance USING btree (tagid)
 public     | mdl_task_adhoc                   | mdl_taskadho_id_pk                     | CREATE UNIQUE INDEX mdl_taskadho_id_pk ON public.mdl_task_adhoc USING btree (id)
 public     | mdl_task_adhoc                   | mdl_taskadho_nex_ix                    | CREATE INDEX mdl_taskadho_nex_ix ON public.mdl_task_adhoc USING btree (nextruntime)
 public     | mdl_task_adhoc                   | mdl_taskadho_tim_ix                    | CREATE INDEX mdl_taskadho_tim_ix ON public.mdl_task_adhoc USING btree (timestarted)
 public     | mdl_task_adhoc                   | mdl_taskadho_use_ix                    | CREATE INDEX mdl_taskadho_use_ix ON public.mdl_task_adhoc USING btree (userid)
 public     | mdl_task_log                     | mdl_tasklog_cla_ix                     | CREATE INDEX mdl_tasklog_cla_ix ON public.mdl_task_log USING btree (classname)
 public     | mdl_task_log                     | mdl_tasklog_id_pk                      | CREATE UNIQUE INDEX mdl_tasklog_id_pk ON public.mdl_task_log USING btree (id)
 public     | mdl_task_log                     | mdl_tasklog_tim_ix                     | CREATE INDEX mdl_tasklog_tim_ix ON public.mdl_task_log USING btree (timestart)
 public     | mdl_task_log                     | mdl_tasklog_use_ix                     | CREATE INDEX mdl_tasklog_use_ix ON public.mdl_task_log USING btree (userid)
 public     | mdl_task_scheduled               | mdl_tasksche_cla_uix                   | CREATE UNIQUE INDEX mdl_tasksche_cla_uix ON public.mdl_task_scheduled USING btree (classname)
 public     | mdl_task_scheduled               | mdl_tasksche_id_pk                     | CREATE UNIQUE INDEX mdl_tasksche_id_pk ON public.mdl_task_scheduled USING btree (id)
 public     | mdl_tiny_autosave                | mdl_tinyauto_eleconusepag_uix          | CREATE UNIQUE INDEX mdl_tinyauto_eleconusepag_uix ON public.mdl_tiny_autosave USING btree (elementid, contextid, userid, pagehash)
 public     | mdl_tiny_autosave                | mdl_tinyauto_id_pk                     | CREATE UNIQUE INDEX mdl_tinyauto_id_pk ON public.mdl_tiny_autosave USING btree (id)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_cat_ix                | CREATE INDEX mdl_toolbricarea_cat_ix ON public.mdl_tool_brickfield_areas USING btree (categoryid)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_cmi_ix                | CREATE INDEX mdl_toolbricarea_cmi_ix ON public.mdl_tool_brickfield_areas USING btree (cmid)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_con_ix                | CREATE INDEX mdl_toolbricarea_con_ix ON public.mdl_tool_brickfield_areas USING btree (contextid)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_cou_ix                | CREATE INDEX mdl_toolbricarea_cou_ix ON public.mdl_tool_brickfield_areas USING btree (courseid)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_coucmi_ix             | CREATE INDEX mdl_toolbricarea_coucmi_ix ON public.mdl_tool_brickfield_areas USING btree (courseid, cmid)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_id_pk                 | CREATE UNIQUE INDEX mdl_toolbricarea_id_pk ON public.mdl_tool_brickfield_areas USING btree (id)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_refreftyp_ix          | CREATE INDEX mdl_toolbricarea_refreftyp_ix ON public.mdl_tool_brickfield_areas USING btree (reftable, refid, type)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_typconcomf_ix         | CREATE INDEX mdl_toolbricarea_typconcomf_ix ON public.mdl_tool_brickfield_areas USING btree (type, contextid, component, fieldorarea, itemid)
 public     | mdl_tool_brickfield_areas        | mdl_toolbricarea_typtabitef_ix         | CREATE INDEX mdl_toolbricarea_typtabitef_ix ON public.mdl_tool_brickfield_areas USING btree (type, tablename, itemid, fieldorarea)
 public     | mdl_tool_brickfield_cache_acts   | mdl_toolbriccachacts_cou_ix            | CREATE INDEX mdl_toolbriccachacts_cou_ix ON public.mdl_tool_brickfield_cache_acts USING btree (courseid)
 public     | mdl_tool_brickfield_cache_acts   | mdl_toolbriccachacts_id_pk             | CREATE UNIQUE INDEX mdl_toolbriccachacts_id_pk ON public.mdl_tool_brickfield_cache_acts USING btree (id)
 public     | mdl_tool_brickfield_cache_acts   | mdl_toolbriccachacts_sta_ix            | CREATE INDEX mdl_toolbriccachacts_sta_ix ON public.mdl_tool_brickfield_cache_acts USING btree (status)
 public     | mdl_tool_brickfield_cache_check  | mdl_toolbriccachchec_cou_ix            | CREATE INDEX mdl_toolbriccachchec_cou_ix ON public.mdl_tool_brickfield_cache_check USING btree (courseid)
 public     | mdl_tool_brickfield_cache_check  | mdl_toolbriccachchec_err_ix            | CREATE INDEX mdl_toolbriccachchec_err_ix ON public.mdl_tool_brickfield_cache_check USING btree (errorcount)
 public     | mdl_tool_brickfield_cache_check  | mdl_toolbriccachchec_id_pk             | CREATE UNIQUE INDEX mdl_toolbriccachchec_id_pk ON public.mdl_tool_brickfield_cache_check USING btree (id)
 public     | mdl_tool_brickfield_cache_check  | mdl_toolbriccachchec_sta_ix            | CREATE INDEX mdl_toolbriccachchec_sta_ix ON public.mdl_tool_brickfield_cache_check USING btree (status)
 public     | mdl_tool_brickfield_checks       | mdl_toolbricchec_che2_ix               | CREATE INDEX mdl_toolbricchec_che2_ix ON public.mdl_tool_brickfield_checks USING btree (checkgroup)
 public     | mdl_tool_brickfield_checks       | mdl_toolbricchec_che_ix                | CREATE INDEX mdl_toolbricchec_che_ix ON public.mdl_tool_brickfield_checks USING btree (checktype)
 public     | mdl_tool_brickfield_checks       | mdl_toolbricchec_id_pk                 | CREATE UNIQUE INDEX mdl_toolbricchec_id_pk ON public.mdl_tool_brickfield_checks USING btree (id)
 public     | mdl_tool_brickfield_checks       | mdl_toolbricchec_sta_ix                | CREATE INDEX mdl_toolbricchec_sta_ix ON public.mdl_tool_brickfield_checks USING btree (status)
 public     | mdl_tool_brickfield_content      | mdl_toolbriccont_are_ix                | CREATE INDEX mdl_toolbriccont_are_ix ON public.mdl_tool_brickfield_content USING btree (areaid)
 public     | mdl_tool_brickfield_content      | mdl_toolbriccont_id_pk                 | CREATE UNIQUE INDEX mdl_toolbriccont_id_pk ON public.mdl_tool_brickfield_content USING btree (id)
 public     | mdl_tool_brickfield_content      | mdl_toolbriccont_iscare_ix             | CREATE INDEX mdl_toolbriccont_iscare_ix ON public.mdl_tool_brickfield_content USING btree (iscurrent, areaid)
 public     | mdl_tool_brickfield_content      | mdl_toolbriccont_sta_ix                | CREATE INDEX mdl_toolbriccont_sta_ix ON public.mdl_tool_brickfield_content USING btree (status)
 public     | mdl_tool_brickfield_errors       | mdl_toolbricerro_id_pk                 | CREATE UNIQUE INDEX mdl_toolbricerro_id_pk ON public.mdl_tool_brickfield_errors USING btree (id)
 public     | mdl_tool_brickfield_errors       | mdl_toolbricerro_res_ix                | CREATE INDEX mdl_toolbricerro_res_ix ON public.mdl_tool_brickfield_errors USING btree (resultid)
 public     | mdl_tool_brickfield_process      | mdl_toolbricproc_id_pk                 | CREATE UNIQUE INDEX mdl_toolbricproc_id_pk ON public.mdl_tool_brickfield_process USING btree (id)
 public     | mdl_tool_brickfield_process      | mdl_toolbricproc_tim_ix                | CREATE INDEX mdl_toolbricproc_tim_ix ON public.mdl_tool_brickfield_process USING btree (timecompleted)
 public     | mdl_tool_brickfield_results      | mdl_toolbricresu_che_ix                | CREATE INDEX mdl_toolbricresu_che_ix ON public.mdl_tool_brickfield_results USING btree (checkid)
 public     | mdl_tool_brickfield_results      | mdl_toolbricresu_con_ix                | CREATE INDEX mdl_toolbricresu_con_ix ON public.mdl_tool_brickfield_results USING btree (contentid)
 public     | mdl_tool_brickfield_results      | mdl_toolbricresu_conche_ix             | CREATE INDEX mdl_toolbricresu_conche_ix ON public.mdl_tool_brickfield_results USING btree (contentid, checkid)
 public     | mdl_tool_brickfield_results      | mdl_toolbricresu_id_pk                 | CREATE UNIQUE INDEX mdl_toolbricresu_id_pk ON public.mdl_tool_brickfield_results USING btree (id)
 public     | mdl_tool_brickfield_schedule     | mdl_toolbricsche_conins_uix            | CREATE UNIQUE INDEX mdl_toolbricsche_conins_uix ON public.mdl_tool_brickfield_schedule USING btree (contextlevel, instanceid)
 public     | mdl_tool_brickfield_schedule     | mdl_toolbricsche_id_pk                 | CREATE UNIQUE INDEX mdl_toolbricsche_id_pk ON public.mdl_tool_brickfield_schedule USING btree (id)
 public     | mdl_tool_brickfield_schedule     | mdl_toolbricsche_sta_ix                | CREATE INDEX mdl_toolbricsche_sta_ix ON public.mdl_tool_brickfield_schedule USING btree (status)
 public     | mdl_tool_brickfield_summary      | mdl_toolbricsumm_cou_ix                | CREATE INDEX mdl_toolbricsumm_cou_ix ON public.mdl_tool_brickfield_summary USING btree (courseid)
 public     | mdl_tool_brickfield_summary      | mdl_toolbricsumm_id_pk                 | CREATE UNIQUE INDEX mdl_toolbricsumm_id_pk ON public.mdl_tool_brickfield_summary USING btree (id)
 public     | mdl_tool_brickfield_summary      | mdl_toolbricsumm_sta_ix                | CREATE INDEX mdl_toolbricsumm_sta_ix ON public.mdl_tool_brickfield_summary USING btree (status)
 public     | mdl_tool_cohortroles             | mdl_toolcoho_cohroluse_uix             | CREATE UNIQUE INDEX mdl_toolcoho_cohroluse_uix ON public.mdl_tool_cohortroles USING btree (cohortid, roleid, userid)
 public     | mdl_tool_cohortroles             | mdl_toolcoho_id_pk                     | CREATE UNIQUE INDEX mdl_toolcoho_id_pk ON public.mdl_tool_cohortroles USING btree (id)
 public     | mdl_tool_customlang              | mdl_toolcust_com_ix                    | CREATE INDEX mdl_toolcust_com_ix ON public.mdl_tool_customlang USING btree (componentid)
 public     | mdl_tool_customlang              | mdl_toolcust_id_pk                     | CREATE UNIQUE INDEX mdl_toolcust_id_pk ON public.mdl_tool_customlang USING btree (id)
 public     | mdl_tool_customlang              | mdl_toolcust_lancomstr_uix             | CREATE UNIQUE INDEX mdl_toolcust_lancomstr_uix ON public.mdl_tool_customlang USING btree (lang, componentid, stringid)
 public     | mdl_tool_customlang_components   | mdl_toolcustcomp_id_pk                 | CREATE UNIQUE INDEX mdl_toolcustcomp_id_pk ON public.mdl_tool_customlang_components USING btree (id)
 public     | mdl_tool_dataprivacy_category    | mdl_tooldatacate_id_pk                 | CREATE UNIQUE INDEX mdl_tooldatacate_id_pk ON public.mdl_tool_dataprivacy_category USING btree (id)
 public     | mdl_tool_dataprivacy_contextlist | mdl_tooldatacont_id_pk                 | CREATE UNIQUE INDEX mdl_tooldatacont_id_pk ON public.mdl_tool_dataprivacy_contextlist USING btree (id)
 public     | mdl_tool_dataprivacy_ctxexpired  | mdl_tooldatactxe_con_uix               | CREATE UNIQUE INDEX mdl_tooldatactxe_con_uix ON public.mdl_tool_dataprivacy_ctxexpired USING btree (contextid)
 public     | mdl_tool_dataprivacy_ctxexpired  | mdl_tooldatactxe_id_pk                 | CREATE UNIQUE INDEX mdl_tooldatactxe_id_pk ON public.mdl_tool_dataprivacy_ctxexpired USING btree (id)
 public     | mdl_tool_dataprivacy_ctxinstance | mdl_tooldatactxi_cat_ix                | CREATE INDEX mdl_tooldatactxi_cat_ix ON public.mdl_tool_dataprivacy_ctxinstance USING btree (categoryid)
 public     | mdl_tool_dataprivacy_ctxinstance | mdl_tooldatactxi_con_uix               | CREATE UNIQUE INDEX mdl_tooldatactxi_con_uix ON public.mdl_tool_dataprivacy_ctxinstance USING btree (contextid)
 public     | mdl_tool_dataprivacy_ctxinstance | mdl_tooldatactxi_id_pk                 | CREATE UNIQUE INDEX mdl_tooldatactxi_id_pk ON public.mdl_tool_dataprivacy_ctxinstance USING btree (id)
 public     | mdl_tool_dataprivacy_ctxinstance | mdl_tooldatactxi_pur_ix                | CREATE INDEX mdl_tooldatactxi_pur_ix ON public.mdl_tool_dataprivacy_ctxinstance USING btree (purposeid)
 public     | mdl_tool_dataprivacy_ctxlevel    | mdl_tooldatactxl_cat_ix                | CREATE INDEX mdl_tooldatactxl_cat_ix ON public.mdl_tool_dataprivacy_ctxlevel USING btree (categoryid)
 public     | mdl_tool_dataprivacy_ctxlevel    | mdl_tooldatactxl_con_uix               | CREATE UNIQUE INDEX mdl_tooldatactxl_con_uix ON public.mdl_tool_dataprivacy_ctxlevel USING btree (contextlevel)
 public     | mdl_tool_dataprivacy_ctxlevel    | mdl_tooldatactxl_id_pk                 | CREATE UNIQUE INDEX mdl_tooldatactxl_id_pk ON public.mdl_tool_dataprivacy_ctxlevel USING btree (id)
 public     | mdl_tool_dataprivacy_ctxlevel    | mdl_tooldatactxl_pur_ix                | CREATE INDEX mdl_tooldatactxl_pur_ix ON public.mdl_tool_dataprivacy_ctxlevel USING btree (purposeid)
 public     | mdl_tool_dataprivacy_ctxlst_ctx  | mdl_tooldatactxlctx_con_ix             | CREATE INDEX mdl_tooldatactxlctx_con_ix ON public.mdl_tool_dataprivacy_ctxlst_ctx USING btree (contextlistid)
 public     | mdl_tool_dataprivacy_ctxlst_ctx  | mdl_tooldatactxlctx_id_pk              | CREATE UNIQUE INDEX mdl_tooldatactxlctx_id_pk ON public.mdl_tool_dataprivacy_ctxlst_ctx USING btree (id)
 public     | mdl_tool_dataprivacy_purpose     | mdl_tooldatapurp_id_pk                 | CREATE UNIQUE INDEX mdl_tooldatapurp_id_pk ON public.mdl_tool_dataprivacy_purpose USING btree (id)
 public     | mdl_tool_dataprivacy_purposerole | mdl_tooldatapurp_id3_pk                | CREATE UNIQUE INDEX mdl_tooldatapurp_id3_pk ON public.mdl_tool_dataprivacy_purposerole USING btree (id)
 public     | mdl_tool_dataprivacy_purposerole | mdl_tooldatapurp_pur_ix                | CREATE INDEX mdl_tooldatapurp_pur_ix ON public.mdl_tool_dataprivacy_purposerole USING btree (purposeid)
 public     | mdl_tool_dataprivacy_purposerole | mdl_tooldatapurp_purrol_uix            | CREATE UNIQUE INDEX mdl_tooldatapurp_purrol_uix ON public.mdl_tool_dataprivacy_purposerole USING btree (purposeid, roleid)
 public     | mdl_tool_dataprivacy_purposerole | mdl_tooldatapurp_rol_ix                | CREATE INDEX mdl_tooldatapurp_rol_ix ON public.mdl_tool_dataprivacy_purposerole USING btree (roleid)
 public     | mdl_tool_dataprivacy_purposerole | mdl_tooldatapurp_use_ix                | CREATE INDEX mdl_tooldatapurp_use_ix ON public.mdl_tool_dataprivacy_purposerole USING btree (usermodified)
 public     | mdl_tool_dataprivacy_request     | mdl_tooldatarequ_dpo_ix                | CREATE INDEX mdl_tooldatarequ_dpo_ix ON public.mdl_tool_dataprivacy_request USING btree (dpo)
 public     | mdl_tool_dataprivacy_request     | mdl_tooldatarequ_id_pk                 | CREATE UNIQUE INDEX mdl_tooldatarequ_id_pk ON public.mdl_tool_dataprivacy_request USING btree (id)
 public     | mdl_tool_dataprivacy_request     | mdl_tooldatarequ_req_ix                | CREATE INDEX mdl_tooldatarequ_req_ix ON public.mdl_tool_dataprivacy_request USING btree (requestedby)
 public     | mdl_tool_dataprivacy_request     | mdl_tooldatarequ_use2_ix               | CREATE INDEX mdl_tooldatarequ_use2_ix ON public.mdl_tool_dataprivacy_request USING btree (usermodified)
 public     | mdl_tool_dataprivacy_request     | mdl_tooldatarequ_use_ix                | CREATE INDEX mdl_tooldatarequ_use_ix ON public.mdl_tool_dataprivacy_request USING btree (userid)
 public     | mdl_tool_dataprivacy_rqst_ctxlst | mdl_tooldatarqstctxl_con_ix            | CREATE INDEX mdl_tooldatarqstctxl_con_ix ON public.mdl_tool_dataprivacy_rqst_ctxlst USING btree (contextlistid)
 public     | mdl_tool_dataprivacy_rqst_ctxlst | mdl_tooldatarqstctxl_id_pk             | CREATE UNIQUE INDEX mdl_tooldatarqstctxl_id_pk ON public.mdl_tool_dataprivacy_rqst_ctxlst USING btree (id)
 public     | mdl_tool_dataprivacy_rqst_ctxlst | mdl_tooldatarqstctxl_req_ix            | CREATE INDEX mdl_tooldatarqstctxl_req_ix ON public.mdl_tool_dataprivacy_rqst_ctxlst USING btree (requestid)
 public     | mdl_tool_dataprivacy_rqst_ctxlst | mdl_tooldatarqstctxl_reqco_uix         | CREATE UNIQUE INDEX mdl_tooldatarqstctxl_reqco_uix ON public.mdl_tool_dataprivacy_rqst_ctxlst USING btree (requestid, contextlistid)
 public     | mdl_tool_mfa                     | mdl_toolmfa_fac_ix                     | CREATE INDEX mdl_toolmfa_fac_ix ON public.mdl_tool_mfa USING btree (factor)
 public     | mdl_tool_mfa                     | mdl_toolmfa_id_pk                      | CREATE UNIQUE INDEX mdl_toolmfa_id_pk ON public.mdl_tool_mfa USING btree (id)
 public     | mdl_tool_mfa                     | mdl_toolmfa_use_ix                     | CREATE INDEX mdl_toolmfa_use_ix ON public.mdl_tool_mfa USING btree (userid)
 public     | mdl_tool_mfa                     | mdl_toolmfa_usefacloc_ix               | CREATE INDEX mdl_toolmfa_usefacloc_ix ON public.mdl_tool_mfa USING btree (userid, factor, lockcounter)
 public     | mdl_tool_mfa_auth                | mdl_toolmfaauth_id_pk                  | CREATE UNIQUE INDEX mdl_toolmfaauth_id_pk ON public.mdl_tool_mfa_auth USING btree (id)
